Name,Institution_Paid,Program_Name,Competition_CD,PRC_Name,Project_Title,CIHR_Contribution,CIHR_Equipment,Term_Years_Months,Term_Years,log_CIHR_Contribution,Year
"Kakinami, Lisa",Direct Payment,Travel Awards - Institute Community Support,201305ISU,"Institute of Human Development, Child and Youth Health",Identifying the best metric to assess adiposity change in children: A comparison between changes in dual-energy x-ray absorptiometry (DEXA),1000,0,0 yr 3 mths ,0.25,6.90875477931522,2013
"Knight, Rodney E; Ferlatte, Olivier",University of British Columbia,Project Grant,202010PJT,"Psychosocial, Sociocultural & Behavioural Determinants of Health 2",Identifying the impact of cannabis use on mental health outcomes  among sexual and gender minority youth: A mixed-methods study,478126,0,3 yrs 0 mth ,0.0,13.077631666560725,2020
"Anderson, John A",Centre for Addiction and Mental Health (Toronto),CIHR Fellowship,201811MFE,Fellowships - Post-PhD,"Identifying the neural correlates of cognitive reserve in late-life depression: A dimensional, data-driven approach",135000,0,3 yrs 0 mth ,0.0,11.813037464800539,2018
"Madathil, Sreenath A","INRS - (Québec, QC)",CIHR Fellowship,201811MFE,Health Research Training A - Post-PhD (HTA),Identifying workplace related chemical risk factors of prostate cancer: A Bayesian predictive approach,90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2018
"Closson, Kalysha",Direct Payment,Banting Postdoctoral Fellowship Program,202109BPF,Banting Postdoctoral Fellowships Program,"Identifying, Developing, and Testing Strength-Based Measures of Sexual and Relationship Norms to Advance Gender Equity and Health By, With, and For Youth",140000,0,2 yrs 0 mth ,0.0,11.849404844423074,2021
"Braitstein, Paula",University of Toronto,HIV Implementation Science - Component 1,201512HIM,HIV Implementation Science - Component 1,"Identifying, adapting and piloting interventions to engage street-connected children and youth in the HIV prevention-care continuum in a resource-constrained setting",149995,0,1 yr 6 mths ,1.5,11.918363906056165,2015
"Trachtenberg, Lianne J",University of Toronto,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,201310GSD,Doctoral Research Awards - B,Identity Integration as a Predictor of Psychosocial Adjustment in Young Breast Cancer Survivors,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2013
"Negura, Lilian; Moreau, Nicolas",University of Ottawa,Catalyst Grant: Official Language Minority Communities in Health Research,201109OLG,Catalyst Grant: Official Language Minority Communities,"Identités, représentations sociales et demande de services de santé mentale. Le cas des jeunes francophones vivant en contexte minoritaire souffrant de troubles dépressifs (Ontario, Manitoba et Nouveau Brunswick)",91423,8070,1 yr 0 mth ,1.0,11.423263305030499,2011
"McGavock, Jonathan M; Hobin, Erin P",University of Manitoba,Project Grant,201611PJT,Project Grant Competition,"If you build it, will they come?...and live longer?",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2016
"Crosschild, Chloe F",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Iitsim'kaatsita: Enhancing relations between Indigenous women and registered nurses. Journeying toward transformative reconciliation to foster maternal health equity.,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2020
"Johnston, Patricia A; Baikie, Gail; Vang, Zoua","Vancouver Island University (Nanaimo, BC)",Team Grant: Indigenous Gender and Wellness Team Grant,202107IWT,Indigenous Gender and Wellness Team Grants,"Iligiingniq: Inuit Perinatal Health & Wellness Project in Arviat, Nunavut",500000,0,3 yrs 0 mth ,0.0,13.122365377402328,2021
"Brassard, Paul",CIUSSS de Centre-Ouest-de-l'Ile-de-Montréal-Jewish General,Team Grant: TiC - Stream 1 - PHSI solutions for transitions in care gaps,201901TC1,Team Grant: Transitions in Care - - Phase 2,Illiap Paanganik Qaujisarniq: Adapting Cervical Cancer Screening Strategies for Inuit Women of Nunavik,450018,0,3 yrs 0 mth ,0.0,13.017045083077392,2019
"Nosyk, Bohdan P; Richardson, Lindsey","Simon Fraser University (Burnaby, B.C.)",Operating Grant,201505MOP,Health Policy & Systems Management Research,"Illicit drug use, income and poverty: analyses to inform health and social policy",100000,0,1 yr 0 mth ,1.0,11.51293546492023,2015
"Boivin, Lisa",University of Toronto,Travel Awards - Institute Community Support,201701ISU,Institute of Indigenous Peoples' Health,Images of Movement and Land-based Identity: Defining Wellness from an Indigenous Perspective,2800,0,1 yr 0 mth ,1.0,7.937731775260109,2017
"Spitzer, Denise L",University of Ottawa,"Planning Grants - Priority Announcement: Gender, Sex and Health Research",201202MGE,Planning Grants,"Images of a Globalized World: Collaborative Visual Ethnography, Intersectionality, and Health",25000,0,1 yr 0 mth ,1.0,10.12667110305036,2012
"Mehrabi, Samira",University of Waterloo (Ontario),Summer Program in Aging,202211SMP,Summer Program in Aging,Immersive virtual reality exergames to promote the health and well-being of older adults: a mixed methods feasibility study,746,0,1 yr 0 mth ,1.0,6.616065185132817,2022
"O'Mahony, Joyce M",University of Calgary,Doctoral Award - Frederick Banting and Charles Best Canada Graduate Scholarships,200810CGD,Doctoral Research Awards - B,Immigrant and Refugee Womens Voices Exploring Postpartum Depression Help Seeking Experiences and Access to Mental Health Care,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2008
"Tugwell, Peter S; Pottie, Kevin; Welch, Vivian A",University of Ottawa,Operating Grant: Programmatic Grants to tackle health and health equity - LOI,201007ROG,Programmatic Grant in Health & Health Equity (LOI),Immigrant health in Canada: the hidden workforce of immigrant community health workers to reduce health inequities,14650,0,0 yr 5 mths ,0.4166666666666667,9.592263871501313,2010
"Higginbottom, Gina M; Eyford, Helgi; Morgan, Myfanwy",University of Alberta,Knowledge Synthesis Grant,201104KRS,Knowledge Synthesis Grant,Immigrant women's experiences of maternity care services in Canada: a narrative synthesis,99079,0,1 yr 0 mth ,1.0,11.503682883603297,2011
"Koehoorn, Mieke W",University of British Columbia,Project Grant,201610PJT,Project Grant Competition,Immigration and work disability in the Canadian context,340426,0,3 yrs 0 mth ,0.0,12.737955990984698,2016
"Smith, Benjamin M; Brook, Jeffrey R; Doiron, Dany; Duan, Qingling; Lu, Zihang; Sin, Donald; Subbarao, Padmaja",Research Institute of the McGill University Health Centre,Team Grant: Lung Health - Inflammation and Lung Health,202311LG5,Team Grant : Lung Health,Immune dysanapsis: Updating the paradigm of inflammation and lung health trajectories in diverse populations to achieve lifelong health for all,1998780,0,5 yrs 0 mth ,0.0,14.508048052703586,2023
"Brown, Hilary",University of Toronto,Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202310EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,Immune-related disorders in adolescence and future risk of endometriosis: A population-based cohort study,74967,0,1 yr 0 mth ,1.0,11.224816634803659,2023
"Bolotin, Shelly",Public Health Ontario (Toronto),Planning and Dissemination Grant - Institute Community Support,201809PCS,Planning and Dissemination - III,Immunity of Canadians and Risk of Epidemics (iCARE) Network Sero-epidemiology Workshop,10000,0,1 yr 0 mth ,1.0,9.210440366976517,2018
"Zhang, YAN",Direct Payment,Travel Awards - Institute Community Support,201401ISU,Institute of Circulatory and Respiratory Health,Immunotoxicity Induced in Mice Following Intratracheal Exposure to Zinc Oxide Nanoparticles,880,0,0 yr 3 mths ,0.25,6.78105762593618,2014
"Baylis, Françoise",Dalhousie University (Nova Scotia),Planning Grants - Priority Announcement: Ethics,201202MPE,Planning Grants,Impact Ethics: Making a Difference,25000,0,1 yr 0 mth ,1.0,10.12667110305036,2012
"Beaulieu, Marie-Dominique",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant,200909MOP,"Psychosocial, Sociocultural & Behavioural Determinants of Health",Impact de la dépression sur les comportements d'autogestion du diabète,232883,0,3 yrs 0 mth ,0.0,12.358295754500096,2009
"Haddad, Slim; Ridde, Valéry",Centre hospitalier de l'Université de Montréal (CHUM),Operating Grant: Population Health Intervention Research,201212GIR,Operating Grant: Population Health Intervention Research,Impact de la gratuité des services sur la santé des enfants de 0-5 ans au Burkina Faso,193600,6400,0 yr 1 mth ,0.08333333333333333,12.17355461910053,2012
"Leis, Anne M; Denis, Paul; De Moissac, Danielle L; Gnidehou, Sedami",University of Saskatchewan,"Op Gr:Understanding/mitigating impacts of COVID-19 on children, youth & families",202107UIP,"Understanding/mitigating impacts of COVID-19 on children, youth & families",Impact de la pandémie sur les familles francophones dans les Prairies canadiennes,146835,0,1 yr 0 mth ,1.0,11.897071596705826,2021
"Marcangeli, Vincent",Université du Québec à Montréal,Travel Awards - Institute Community Support,201701ISU,Institute of Aging,Impact de la répartition des protéines alimentaires au cours de la journée sur la fonction musculaire des hommes âgés,1000,0,1 yr 0 mth ,1.0,6.90875477931522,2017
"Perreault, Karine",Université de Montréal,"Doctoral Research Award -PA: Research in First Nations, Métis &/or Inuit Health",201610DIA,Doctoral Research Awards - B,Impact des conditions de logement sur la santé des familles et le développement des enfants autochtones dans les régions nordiques du Canada,108000,0,3 yrs 0 mth ,0.0,11.58989576532275,2016
"Morrow, Richard",University of British Columbia,Fellowship - Priority Announcement - HIV/AIDS and/or STBBI,202310HIV,Health Research Training A - Post-PhD (HTA),Impact of COVID-19 pandemic on health care services related to hepatitis B,90000,0,2 yrs 0 mth ,0.0,11.407576060361786,2023
"Morrow, Richard",University of British Columbia,Travel Awards - Institute Community Support,202310ISU,Travel Awards - Institute Community Support,Impact of COVID-19 pandemic on treatment for hepatitis B,2537,0,1 yr 0 mth ,1.0,7.839131648274333,2023
"Aboulatta, Laila",University of Manitoba,Doctoral: Vanier Canada Graduate Scholarships,202211CGV,Vanier Canada Graduate Scholarships CIHR,Impact of COVID-19 public health measures and lockdown on maternal and neonatal health,150000,0,3 yrs 0 mth ,0.0,11.918397239722838,2022
"Daly, Zachary R",University of British Columbia,Master's Award: Canada Graduate Scholarships,201302GSM,Canada Graduate Scholarships Master's Awards B,"Impact of Cash Transfers and Micronutrient Powders on Stunting and Iron Deficiency in Children 6-23 Months in Northern Zambia, A Randomized Control Trial",17500,0,1 yr 0 mth ,1.0,9.770013301136158,2013
"Belluz, Julia; Hoffman, Steven J",University of Ottawa,Knowledge Synthesis Grant,201411KRS,Knowledge Synthesis Grant,"Impact of Celebrities on Public Health: A Systematic Review, Meta-Analysis and Meta-Regression Analysis",99500,0,1 yr 0 mth ,1.0,11.507922973347437,2014
"Dau, Hallie P",University of British Columbia,Doctoral Research Award: Canada Graduate Scholarships,202011FBD,Doctoral Research Awards - B,Impact of Cervical Cancer on Families in Uganda,105000,0,3 yrs 0 mth ,0.0,11.561725152903833,2020
"Cairney, John; Missiuna, Cheryl A; Timmons, Brian W",McMaster University,Operating Grant,201209MOP,Social & Developmental Aspects of Children's & Youth's Health,"Impact of Developmental Coordination Disorder on the physical health of young children: A five-year study of motor coordination, physical activity, physical fitness and obesity",1579006,0,5 yrs 0 mth ,0.0,14.272306726413513,2012
"Saeed, Sahar Z",Research Institute of the McGill University Health Centre,Travel Awards - Institute Community Support,201808ISU,HIV/AIDS and/or other Sexually Transmitted and Blood-borne Infections (STBBIs).,Impact of Eliminating a Structural Barrier: Removing Fibrosis Stage Restrictions on HCV Treatment Uptake,2475,0,1 yr 0 mth ,1.0,7.814399633804487,2018
"Tucker, Ruthann; Hogg, Robert S",Direct Payment,Operating Grant - HIV/AIDS CBR Program - General,200905CBR,HIV/AIDS Community-Based Research - General Stream (Merged),Impact of Food Security on Health Outcomes in People Living with HIV Across Canada,300000,0,3 yrs 0 mth ,0.0,12.611541086966115,2009
"Pilote, Louise",Research Institute of the McGill University Health Centre,Planning and Dissemination Grant - Institute Community Support,201708PCS,Planning and Dissemination - IGH,Impact of Gender on Health Outcomes International Meeting,15000,0,1 yr 0 mth ,1.0,9.61587214452889,2017
"Hogg, Robert S; Burchell, Ann N; Cooper, Curtis L; Klein, Marina B; Loutfy, Mona R; Machouf, Nimâ N; Montaner, Julio S; Raboud, Janet M; Sanche, Stephen E; Tsoukas, Christos M; Wong, Alexander C","Simon Fraser University (Burnaby, B.C.)",Operating Grant,201403MOP,"Public, Community & Population Health",Impact of HIV on aging-related comorbidities among key affected populations across Canada,1191990,0,5 yrs 0 mth ,0.0,13.991135576243357,2014
"Longson, Alana",University of British Columbia,"Undergraduate: Mobility, musculoskeletal health and arthritis - ICS",201003SMA,"Undergraduate: Mobility, musculoskeletal health & arthritis - IMHA",Impact of Inflammatory Arthritis on Fathers,4950,0,0 yr 3 mths ,0.25,8.507344855361422,2010
"Brown, Hilary; Ray, Joel G",University of Toronto,Operating Grant: Data Analysis Using Existing CDN Databases and Cohorts,202210EDC,Op.Grant:Data Analysis Using Existing Databases and Cohorts,Impact of Maternal Multimorbidity on Pregnancy Outcomes,74993,0,1 yr 0 mth ,1.0,11.225163389318277,2022
